source,review_description,rating,review_date,predicted_sentiment
Google Play,"5 stars because its new... But.... Im using a Samsung S7. And when i try to make a thread, my keyboard blocks the make thread button. Or im just really dumb. But the keyboard wont disappear = cant post thread.",5,2023-07-07 09:25:33,Positive
Google Play,"I absolutely loving my time in here. However, there needs to be a dedicated feed for people you follow and not just random people mixed in with followed. And for the mixed feed, it needs to be based on your interests. Right now the posts mixed in your feed are from completely random people with no rhyme or reason. Even people speaking different languages. A huge flaw in this app. It also needs a proper, fully functioning website.",3,2023-07-13 20:13:43,Negative
Google Play,Very cool 🥰🥰,5,2023-07-08 13:09:50,Positive
Google Play,Copy cut off twitter... Audience don't like it because of twitter already this type app in market,1,2023-07-09 09:55:30,Negative
Google Play,"Everything u do/ change here effects our Instagram, we can't even delete it now it's like we r just stuck with it",1,2023-07-08 05:01:33,Negative
Google Play,A good app. I like that you can actually view threads from different people without a chronological order. The randomness of this app is awesome,4,2023-07-07 06:33:05,Neutral
Google Play,"Not bad for a first try, but there's posts from folks I don't know (and don't give a fig about), and the bloody videos auto play. Nothing like using my data for Meta's ad services, eh?!",3,2023-07-13 09:06:08,Negative
Google Play,Uploading photos is always a problem,3,2023-07-10 19:07:13,Neutral
Google Play,Worst,1,2023-07-06 04:28:27,Negative
Google Play,Copy of Twitter 😁😁,1,2023-07-08 01:37:11,Negative
Google Play,This good 👍 for social work,4,2023-07-06 17:50:25,Positive
Google Play,I liked this app very much,5,2023-07-07 20:11:58,Positive
Google Play,Copy of Twitter,1,2023-07-08 19:54:43,Negative
Google Play,The only reason I downloaded this app because of Zayn Malik ❤️❤️,5,2023-07-06 03:43:22,Negative
Google Play,This is the time of change for your device to enjoy therads,5,2023-07-08 12:36:10,Negative
Google Play,"It's not working well on my phone, its just overlapping whenever i try to scroll",1,2023-07-07 07:31:05,Negative
Google Play,Please add reels future 🙏,4,2023-07-07 18:01:50,Positive
Google Play,Useless boring idea,1,2023-07-08 23:53:49,Negative
Google Play,Plzz don't download this 🙏🙏 😒,1,2023-07-11 03:21:49,Negative
Google Play,So If I don't have an Instagram account I can't use this app?,3,2023-07-07 01:15:09,Negative
Google Play,"The user experience so far so good, clean and neat, and easy to navigate through, my biggest problem with it, that there's no Dark Mode so far, and the people following you can easily find and follow you back, which is a thing that I should choose instead of the system choosing it for me, I acknowledge it's an Instagram App, but when it to comes to the user choice, it's better to let the following stuff up the users themselves, not automatically you find the same list migrating to threads..",3,2023-07-08 06:20:35,Positive
Google Play,I think it's a good 😊,5,2023-07-07 11:07:57,Positive
Google Play,"nice, i'll delete my twitter for this.",4,2023-07-07 02:19:02,Positive
Google Play,this app is number one rubbish app because i created my id on this in office i am not able to see anything neither i am able to login my account nor i am getting to see some new interface in this full account instagram It is visible from although I have not created an account and have written a new profile and a new resume.,1,2023-07-07 05:23:53,Negative
Google Play,Nothing new😔,1,2023-07-10 16:12:00,Positive
Google Play,The app have alot of bugs i can even use it at this point,1,2023-07-05 23:53:58,Negative
Google Play,Runs well and is easier to use than twitter while not as much content as older social media (this is to be expected for a young app) it is easy to use and set up shows great promise,5,2023-07-24 11:01:52,Positive
App Store,Won’t let me delete my data without deleting instagram,1,2023-07-07 14:14:59,Negative
Google Play,we need an EDIT option😭😭😭😭😭,4,2023-07-24 11:35:11,Positive
Google Play,Not best but temporary,1,2023-07-13 12:21:34,Positive
Google Play,"Lot of trackers,no dm option,its like zuck's personal platform for people to create natural language examples that zuck can use for training LLMs for free",1,2023-07-06 12:42:35,Negative
Google Play,"Use of threads after one day, Shuru mazboori me kiye the ab mza aa rha hai 🔥",5,2023-07-09 18:37:26,Positive
Google Play,"Not good at all, rubbish",1,2023-07-06 22:43:44,Positive
App Store,Everytime i log in to threads it logs me out of Instagram and then I have to log in all over again,3,2023-07-06 14:26:44,Negative
App Store,"The interface is all good no problem but have handread issuis like hashtags not working well and you can't posts in feed , and crashing while try to type something , yes i know everything will be fixed but we want be a perfect fix, cause the platform is awsome, and dont forget we want better version for browser (PC), thanks for developers",4,2023-07-06 12:48:06,Negative
Google Play,"Cool and great, very nice",5,2023-07-06 03:05:03,Positive
Google Play,Crashes when I try to upload a picture,1,2023-07-10 22:37:50,Neutral
Google Play,"The compulsory link to Instagram, which is linked to Facebook. Well makes unusable to those who don't want to be part of every part of metas empire",1,2023-07-06 18:37:37,Negative
Google Play,Great app 👍,5,2023-07-06 10:32:25,Positive
Google Play,I give this app 3 stars and I gave Twitter 3 stars. The remaining 2 stars will be awarded to the victor of the cage fight and awarded the best text based social media platform. May the odds be ever in their favor.,3,2023-07-06 23:59:46,Positive
Google Play,very good app i got a lot of help from this app,5,2023-07-06 02:25:26,Positive
App Store,I can’t even sign up because there’s no sign up button. That seems kind of important?,1,2023-07-15 19:47:00,Positive
Google Play,Why you made this software?,1,2023-07-06 13:49:02,Negative
Google Play,It's really Osm 🤩😁,5,2023-07-08 15:26:58,Positive
Google Play,"it would be better if only the people you follow appear in your feed, and a translation option wouldn't hurt",3,2023-07-07 02:23:18,Neutral
Google Play,It's glitching so much that I can't even scroll through the page (or any page literally!),1,2023-07-06 11:23:16,Negative
App Store,"I made the jump to threads on the premise I would be able to follow the folks I already follow on IG.  Why is it that this app keeps suggesting accounts I’ve already click to follow.

These suggestions aren’t new ones. It’s the same accounts over and over. It’s like it’s seems to forget as soon as I close the app. 

Please fix it asap.",3,2023-07-14 16:19:44,Neutral
Google Play,Thought I'd be here first 😂,5,2023-07-06 06:54:32,Positive
Google Play,Nice but add a trending page and hashtags,5,2023-07-20 16:46:05,Positive
App Store,"I’m thankful for this App getting released. And my hope for this App’s future is to not be toxic just like some other apps. Hoping that it’ll not be ruined by people. Anyways. THANK YOU!!!! Hoping to get new update, that is fixing some good things.😊😊",5,2023-07-06 07:42:34,Neutral
Google Play,"First here to download, let's do it 🙂",5,2023-07-05 23:07:37,Negative
Google Play,Twitter lite😂,5,2023-07-06 06:14:03,Negative
Google Play,"I already have twitter. I don't need another app to eat my RAM, drain the juice and yes we all know how META handles our senstive data 🤣.",1,2023-07-09 17:43:28,Negative
Google Play,Better than Elon's app.,5,2023-07-25 08:21:47,Positive
Google Play,"Intuitive app design, however, the inability to choose which Gallery app you want to use to select media and not being able to edit the media you've chosen are joykillers. Bookmarks missing is also something of note. Hope that changes soon.",4,2023-07-06 11:11:42,Positive
Google Play,It keeps crashing when I'm uploading a photo.,2,2023-07-06 17:07:35,Negative
Google Play,R.I.P Twitter,5,2023-07-06 12:50:56,Positive
App Store,"Idk what to say it’s just exactly like Twitter with slightly a different interface. If you could make it where the home page is showing ONLY the people you follow that would be cool

I really don’t care much about the app one way or another lol",3,2023-07-07 04:17:57,Negative
Google Play,Meta is now giving tough competition to Twitter,5,2023-07-06 15:58:22,Positive
Google Play,This app is very nice but there are some major issues which needs to be fixed as soon as possible. Although app experience is Good,1,2023-07-11 05:09:29,Positive
Google Play,"My phone screen is cracked so am not seeing the post very well... But base on people's comments here,it's really sad to divorce such a good man.",5,2023-07-07 14:43:20,Negative
App Store,"Dear Instagram, Why did I get banned so fast gurl",3,2023-07-06 17:47:40,Negative
Google Play,"Clean ui, but sometimes its failed to load someones threads",5,2023-07-06 06:58:39,Positive
App Store,This app has been good so far but it needs to have a few features in order for the app to be different and better than Twitter,4,2023-07-08 02:29:18,Positive
Google Play,This is so past past,3,2023-07-07 14:45:24,Negative
Google Play,App logout ing everytime,1,2023-07-12 01:41:37,Negative
Google Play,This is so amazing,5,2023-07-06 17:50:14,Positive
Google Play,its so aesthetic and no jejemons here in threads so finally i survived fb.,5,2023-07-07 20:11:37,Positive
App Store,"This app puts google to shame for what it collects on you. No app is worth this amount of access.. Several million have already made the mistake of putting their real info into this, don’t be one of them. Wasn’t this supposed to be “safe” you are handing them ALL info on your device, no literally, all of it.",1,2023-07-12 04:14:54,Negative
Google Play,"The app is good , but every time I want to read replies it automatically closed : (",3,2023-07-07 13:57:50,Negative
Google Play,So we are here now,5,2023-07-12 06:47:41,Negative
Google Play,Very interesting app,5,2023-07-06 14:28:13,Negative
Google Play,Your best👍💯,5,2023-07-10 06:22:35,Positive
Google Play,Good app very good,5,2023-07-07 14:25:19,Positive
Google Play,Facebook and Instagram had a baby that's call threads,5,2023-07-07 01:42:38,Negative
Google Play,"App keeps crashing whenever I try to upload a pic. Also, had a lot of notifications for follow requests. However, after individually accepting a couple, the rest of them disappear. :/",1,2023-07-07 15:16:36,Negative
App Store,Even if it’s half a**ed and just moved the same interface to the edges and allows larger full screen and more on screen info to scroll.,1,2023-07-08 21:10:55,Negative
App Store,Twitter is million times better.. too much censorship.,1,2023-07-06 16:02:07,Negative
Google Play,im rating it 1 just due to space X .. elon musk... bro you are great...,1,2023-07-07 18:05:56,Positive
App Store,"I can like but I can't comment, when I click the comments button it kicks me out of the app. Any tips?",4,2023-07-07 23:55:10,Positive
App Store,"Twitter is better, and this app is horrible. Threads deserves 1 star because it’s boring and not the same as Twitter. Also I don’t think we really needed a twitter clone. Tbh I think we have enough social media as it is LOL. Also why leave or delete twitter when you literally have the biggest following on twitter. Also, for all the people that are trying to leave Twitter because you're too soft to deal with people, grow up LOL. Every social media app has bots and annoying people. It’s literally the internet; if you don’t like it, get off. Threads literally has the same thing as Twitter that’s why threads are implementing rate limits on the app now. Also, If you are leaving Twitter because of Elon Musk, well... I would rather trust Musk than the person who can’t keep data safe and also has privacy issues on their app. At least Musk hasn’t been to court for mishandling millions of people's data. A lot of people forget about what Zuckerberg has done with our data.",1,2023-07-23 07:56:41,Negative
Google Play,App is getting crash while opening user replies,1,2023-07-07 16:51:01,Negative
Google Play,Huge privacy concerns,1,2023-07-07 04:02:25,Negative
Google Play,It has poor quality,1,2023-07-07 09:55:07,Negative
App Store,"Very pleased with this new social media app , looking forward to see it grow",5,2023-07-06 00:07:25,Positive
Google Play,Twitter app downfall started,5,2023-07-06 14:01:49,Positive
Google Play,Please edit the hashtag features,2,2023-07-08 08:01:04,Neutral
App Store,"Such a great app, easy to use & super easy to connect with people! Definitely a super fun app to relax!",5,2023-07-15 03:13:41,Positive
Google Play,Great app so far 😀 follow us and let's stay connected! @free.ministry 😇 so we can explore this app together! Thank you!,5,2023-07-06 07:19:58,Neutral
Google Play,Accidentally deleted my thread batch from Instagram and there's no way to get it back pls update and add a feature to add back.,3,2023-07-08 13:54:05,Positive
Google Play,VERY GOOD APP. Please let there be language translator/translation,5,2023-07-08 16:53:58,Positive
Google Play,Best friend Social media,5,2023-07-06 17:41:16,Positive
Google Play,App is glitching. Not working in my device 😔,1,2023-07-07 05:44:32,Negative
Google Play,Musk Mawa mingal antey mark mowa eyy correct,4,2023-07-06 08:57:36,Positive
Google Play,"It's smooth & i love the fact that Threads have no theme colour, it's just white or Pitch Black. And, well for now it's in need for major upgrades. The settings ui, thread pinning, over-all experience. The point is, how different it is from Twitter & Instagram.",5,2023-07-06 15:20:06,Positive
Google Play,Not satisfied with its supplement privacy policy...,1,2023-07-07 05:36:03,Negative
Google Play,Best app forver Powered by Testiwol India Private Limited,5,2023-07-08 02:37:11,Positive
App Store,"Some things to improve:
- Needs a translator
- need to be able to upload videos and photos without the app crashing
- needs to clean up HOME, I have threads of accounts that I have never followed.",3,2023-07-06 02:18:45,Neutral
Google Play,Great app💪,5,2023-07-06 11:05:55,Positive
Google Play,Nice app but why am I unable to send threads to my friends via the app itself?,4,2023-07-07 05:39:19,Positive
App Store,"Great app, great execution and anybody saying otherwise is just hating or a twitter agent. They do need to fix the follower issue though because I’m not able to see who individually followed me unless I’m on a private account and therefore I can’t follow anyone back without going through all my followers and searching for specific people. Notifications should work just like how instagram does",5,2023-07-09 14:02:49,Negative
Google Play,Annoying with the showing of thread from people that I didn't follow and didn't know who they are. Can you just please showing thread from people that I follow?,1,2023-07-06 17:19:38,Negative
Google Play,Rip twitter,4,2023-07-06 08:08:55,Negative
Google Play,Want to see it as a meme app,5,2023-07-08 12:57:25,Negative
Google Play,Made in China twitter,1,2023-07-07 06:03:25,Positive
Google Play,Threads iam ur new joiner 👍good,5,2023-07-06 10:00:47,Positive
Google Play,Very bad app,1,2023-07-13 05:55:03,Negative
Google Play,Good till now,5,2023-07-06 13:28:11,Positive
App Store,"i love the vibes and the atmosphere and how it’s like if twitter and tumblr had a baby. BUT. they need to work on it. why is my feed just a bunch of random people that i have no interest in? why are there no filters for what you see in your main feed? why is there not an option to only look at the people you’re following? why does it not show me when the people i follow post something?

these are such basic features for a social media app to have, and you’d think instagram (and facebook) of all platforms would know the bare minimum of what to add to a twitter-like app.",3,2023-07-06 22:08:54,Neutral
Google Play,"Amazing experience, perfect app.",5,2023-07-06 10:44:58,Negative
Google Play,Cool,5,2023-07-07 23:00:57,Positive
Google Play,Nice initiative,5,2023-07-06 03:11:36,Neutral
Google Play,You can't see the text input window when replying. It is covered by the keyboard making it so you can't see what you are typing.,1,2023-07-10 14:23:43,Negative
Google Play,Great copy of Twitter,1,2023-07-24 09:31:37,Negative
Google Play,It is just copy of twiter......,1,2023-07-07 16:56:04,Negative
Google Play,copy cat but still niceee,4,2023-07-11 08:16:34,Negative
Google Play,"Markzugerberg you aren't serious, do you think this apk will challenge twitter or what? Thought i rate it with 5 star because i really enjoyed it.",5,2023-07-06 20:04:31,Positive
Google Play,It's massive 🔥,4,2023-07-07 09:44:50,Negative
Google Play,I get 'Your thread failed to post' Every other time. 🤬,1,2023-07-08 17:09:08,Negative
Google Play,Why making threads Add an option in instagram,2,2023-07-08 05:52:01,Neutral
Google Play,Worse app,1,2023-07-19 13:13:38,Negative
Google Play,Really so nice app.. I like itt. And thanku for you make this application,5,2023-07-10 12:52:31,Positive
Google Play,"So far it's a good app, but I'm just not seeing any notifications pop up on my phone for the people I'm following, please fix it 🥺😔",3,2023-07-07 02:26:08,Neutral
Google Play,Definitely i will change to threads instead of twitter,5,2023-07-07 16:14:24,Positive
Google Play,All is well,5,2023-07-07 09:47:53,Negative
App Store,Crash bug I griped about is gone already.,4,2023-07-06 06:42:00,Negative
Google Play,All screeps are overlapped Like it looks like when you superimposed multiple images,1,2023-07-06 21:19:32,Positive
Google Play,Trying to steal all our info? NO THANKS!,1,2023-07-13 19:07:39,Negative
Google Play,"Writing after day 1, it's about as smooth a launch as it could've hoped for. I am however having a problem where if I search for users too much (as one looking for accounts to follow will do), the search breaks and doesn't fix itself. I'm not sure whether this is a bug or a rate limit. It fixed after reinstallation but only once. I hope and expect more features will be added to the app in short order, too. E.g. DMs, customized account lists, Web version. Default home feed should be different.",5,2023-07-07 07:49:55,Neutral
Google Play,"The app is great, but some things could be better",4,2023-07-09 15:26:55,Positive
App Store,"Got fed up with Twitter and decided to use Threads. I already have an account on insta so the sign-up process was smooth which is appreciated. If you’re familiar with how Twitter functions, Threads is similar and will be easy to pick up. 

Some stuff I’ve noticed that I hope will be added soon: “search engine” is nonexistent, hashtags don’t work (cuz there’s no “search engine” I’m gonna assume), and if you wanna plan out future posts you can’t. Idk if it’s due to this being an early version of the app and it not being completely finished + not wanting to be super similar to Instagram + wanting to differentiate itself from Instagram since all those features are available on that app but it would be nice to include them in Threads. Pls add these functions to Threads! Thanks in advance",4,2023-07-12 23:12:45,Positive
Google Play,Screen is spliting,1,2023-07-06 06:47:17,Negative
Google Play,Plz release a lite version,5,2023-07-22 19:14:16,Negative
Google Play,Worst application in the history,1,2023-07-11 12:45:51,Negative
Google Play,Why is the app suddenly crashing and showing multiple posts at a time like it has crashed,1,2023-07-06 13:51:53,Negative
Google Play,"Decided to have a look, but you need an Instagram account. I don't have one.",1,2023-07-06 10:28:52,Negative
Google Play,Lol... Censoring everything cant even post a simple explicit or simple meme... Adios threads uninstalled... Twitter is better...,1,2023-07-07 09:03:49,Positive
Google Play,Teweter se best threads,5,2023-07-07 06:42:59,Positive
Google Play,Worst app created. Twitter better,1,2023-07-25 05:59:57,Negative
Google Play,"I believe I may be the first person to write a review about this app, and I already love it. However, Threads takes the crown as the best. I think it would be beneficial if they added a message button, allowing users like me who don't have large accounts to reach a wider audience as well, because I noticed people that is enjoying it the most are people that have large audiences on Instagram, my account joshdehustler, still never breathe sha",5,2023-07-06 15:29:26,Positive
Google Play,GREAT APPS EVER MORE THAN TWITTER. LOVE FROM BANGLADESH👯👯,5,2023-07-06 11:34:41,Positive
Google Play,Too much errors,1,2023-07-16 14:09:14,Positive
Google Play,"Please fix the smoothness of the scroll, it is sometimes sticky and hard to scroll, and when i scroll fast it was like reversed and not going down, I don't if this issue is occured in other android version. So far this app is good even though it is new",5,2023-07-08 04:51:01,Negative
Google Play,"nothing is new about this app, literally Facebook in 2008",1,2023-07-07 07:29:07,Negative
Google Play,"Magical, I personally like the app. I'm synced on my account name @me_adams_ and gained more followers than I have on twitter for the past 3 years😂",5,2023-07-06 22:48:05,Negative
Google Play,No dm video playing without audio,1,2023-07-08 12:01:21,Neutral
Google Play,"So far so good, long time im waiting for apps like this.",5,2023-07-08 00:30:43,Positive
Google Play,This is not installed my phone please help us,5,2023-07-07 11:39:16,Negative
Google Play,If you want share your ideas with text and present you point of view you can use this app,5,2023-07-06 07:49:42,Negative
Google Play,I can't post images sorry,2,2023-07-06 19:00:44,Negative
Google Play,No search. Cynical user trap. Risible logo.,1,2023-07-07 21:38:50,Negative
App Store,Couldn’t make the same like twitter used to do 😡 this app looks as a ‘fake’ but is real lol 😒,1,2023-07-17 15:42:34,Positive
Google Play,Not good as tweeter. Instagram is trying to copy tweeter but when we came to threas its of no use. Tweeter is of real world while thead will soon become fake show off world like instagram.,1,2023-07-06 09:23:01,Negative
Google Play,I just have to be the first to make a review here. The app is amazing so far Represent Tanzania 🇹🇿,5,2023-07-06 21:37:58,Positive
Google Play,Great start. Hopefully this kills that other app that shall not be named.,5,2023-07-08 13:37:09,Positive
Google Play,Thread is my favorite 👌,4,2023-07-16 06:42:01,Negative
Google Play,Include Message features,5,2023-07-06 06:24:25,Positive
Google Play,Nice Work,5,2023-07-14 13:13:45,Positive
Google Play,"Add more features plsss. Like edit button, and etc..",4,2023-07-08 10:32:44,Positive
Google Play,I was very excited to use this app. Love it more than Twitter <3 if it has trending section.,5,2023-07-07 02:27:31,Positive
Google Play,Thank you🌹❤,5,2023-07-09 16:43:06,Negative
Google Play,Great,5,2023-07-08 17:12:35,Positive
Google Play,"""best replacement of Twitter""...",5,2023-07-09 09:54:44,Positive
Google Play,This app work very slowly it's not like insta or Facebook,2,2023-07-08 12:23:48,Negative
Google Play,It so good I'm enjoying this app I will tell you that u must try this app guys 💕,5,2023-07-08 14:26:45,Positive
Google Play,Like Facebook that have Messenger but more to twitter,4,2023-07-06 17:17:58,Negative
App Store,This app is great except the activity section doesnt load for me other than that its a great place to connect and it's basically a way better less racist transphobic white-man driven version of twitter lol,4,2023-07-07 07:48:33,Positive
Google Play,Great 😃👍,4,2023-07-06 16:29:04,Positive
Google Play,Like Twitter but better and less misinformation being spread,5,2023-07-07 23:29:41,Positive
App Store,This app tracks every part of your life from your health to your finances!  Simply evil.,1,2023-07-06 17:27:23,Negative
Google Play,Good apps,5,2023-07-06 19:26:33,Positive
Google Play,Good app,5,2023-07-06 15:15:07,Positive
Google Play,"There is nothing new in this application. If you want it to continue, make new updates to the application, because the first day of using sentences with two dimensions is very normal and boring.",1,2023-07-08 21:23:18,Negative
Google Play,"W app, highly recommend it!",5,2023-07-06 02:44:06,Negative
Google Play,Good one,5,2023-07-06 12:29:44,Positive
Google Play,I need data saver setting on it ...like media preview icon ..please Nice app,4,2023-07-07 06:46:43,Positive
Google Play,ThreDs,5,2023-07-10 16:49:27,Negative
Google Play,"This is a very good substitute of twitter, but there are some features if you you add them it became complete, like switch account without logout, and puse auto play video.",3,2023-07-06 09:19:19,Positive
Google Play,Trash,1,2023-07-12 14:19:28,Negative
Google Play,Boring new social media which no one asked for,1,2023-07-07 15:23:46,Positive
Google Play,Abee yarr imma go and dance with u and and and,4,2023-07-06 13:31:21,Negative
Google Play,This app is my favorite already 10/10 Instagram you're winning,5,2023-07-06 07:23:12,Negative
Google Play,It's better than Instagram other social media apps,5,2023-07-06 16:09:32,Positive
Google Play,"Omo this app nice , and cool tho,😔😔😔buh refusing to open on my phone",5,2023-07-07 09:42:27,Positive
Google Play,"It's a nice app, but is there seriously no way to see trending content? I prefer to use Twitter by going through my for you and the trending tab, as just looking through all the tweets of those im following gets boring and repetitive.",4,2023-07-06 05:14:32,Positive
App Store,"Was hoping this would be a better version than Twitter but unfortunately it’s worse. I can’t even see threads from my friends and followers, instead my timeline forces me to read threads from people I don’t even follow or care to follow. JUST LIKE ON FACEBOOK. Back to Twitter I go…",1,2023-07-24 13:54:03,Negative
Google Play,"A subpar Twitter with less features, inability to save/share photos, and already being overrun by spam bots. Like it's been up for so little time, one would think they would have pulled all the kinks for fighting spam from their instagram, but no.",1,2023-07-11 09:18:31,Positive
Google Play,Good application,5,2023-07-09 03:41:17,Positive
Google Play,Great app,5,2023-07-10 03:30:01,Positive
Google Play,God app,5,2023-07-06 15:29:32,Negative
Google Play,It's absolutely sensational.,5,2023-07-06 22:33:31,Negative
Google Play,"Love it, it's really better than Twitter",5,2023-07-15 18:55:48,Positive
App Store,"I started to enjoy this app until Meta started restricting my instagram actions for no reason. More than a year, I’ve never been action blocked on Instagram until I became more active on Thread. My main issue is why should you action block my instagram account instead of thread because thats where I mostly engage. This makes me conclude that the link of thread to Instagram is bad",2,2023-07-13 08:49:48,Negative
Google Play,So to delete my threads profile you want me to delete my whole Instagram profile too? So glad I haven't posted anything but it's time to delete the app already.,1,2023-07-07 14:27:11,Negative
Google Play,Very Use Ful Application,5,2023-07-11 06:11:43,Positive
Google Play,This is a best and Greatest application I like that so much 🙂❤️,5,2023-07-06 05:55:34,Positive
Google Play,Worst app don't install it,1,2023-07-15 05:18:46,Negative
Google Play,I didn't even started using and u disabled my account why is it so hard to log in or sing in ughhh,1,2023-07-06 22:36:37,Negative
Google Play,theres a bugssss,3,2023-07-18 01:55:14,Negative
Google Play,"I'm sure it's lovely, but I don't have an Instagram account and thus, am not allowed to use the app. Being that it's based on mastodon... I'll utilise mastodon and remain without an Instagram account.",1,2023-07-06 20:04:30,Negative
Google Play,Better than TWITTER,5,2023-07-13 22:59:36,Positive
Google Play,Twitter fans in push and send 1 star from this app :))) ;),5,2023-07-22 22:09:06,Negative
Google Play,Please i need an answer ASPA is it true that if you delete or your thread account got hacked. Will your instagram account also be involved,3,2023-07-10 08:15:14,Negative
Google Play,Still trying to figure out what to do with this app?? Absolutely useless,1,2023-07-08 02:52:39,Negative
App Store,Can’t get it started.  Wants my Instagram login.,1,2023-07-07 05:19:56,Negative
Google Play,Im not creating an account via insta for this. Zuck is a POS.,1,2023-07-09 15:53:11,Negative
Google Play,App keep crashing,1,2023-07-08 02:16:26,Negative
Google Play,this is the most addictive app i have 😭😭,5,2023-07-06 20:49:07,Negative
Google Play,I love it this app it commendable awesome thank you meta to brilliant app 👍,5,2023-07-07 19:50:13,Positive
Google Play,Something slowly apps,3,2023-07-10 14:14:57,Positive
Google Play,"I could love this app, if it would stop showing my an bunch of people I don't follow more than the people I do. I DO NOT want suggested post in my main feed. Make it so I can filter them out or completely remove it.",3,2023-07-06 04:57:33,Negative
Google Play,Unable to use dragging issue,1,2023-07-06 18:31:57,Negative
Google Play,"You are just signing IN to an Instagram account. You cannot sign UP for a NEW Thread account, so all they are doing is transfering Instagram members into Thread members. Seems like a good way to limit conversations to only those they already know. Sort of like the Democrats calling themselves something else to register more votes. Sneaky ploy.",1,2023-07-07 22:34:41,Negative
Google Play,This is the work of art 😀🎭,5,2023-07-07 11:25:33,Negative
Google Play,"Thread,an Instagram Social network, group message,",5,2023-07-06 03:25:34,Positive
Google Play,"Hashtags, please!!",4,2023-07-07 23:42:19,Neutral
Google Play,Good app,4,2023-07-07 09:20:19,Positive
Google Play,"It was great at the beginning. Now, text threads are failing to post. I reinstalled the app, cleared the cache, changed the internet connection, and still have the same problem. Very disappointing",1,2023-07-23 21:19:54,Negative
Google Play,"This is an incredible app, so much better than the competition:)",5,2023-07-07 05:35:39,Positive
Google Play,Need option for downloading images. That would be great.,4,2023-07-07 11:17:15,Positive
App Store,Why are we not able to edit post. Please make that an option….,4,2023-07-07 03:56:46,Positive
Google Play,Since I've logged out and uninstalled this app I have tried to post on my Instagram account. I can't see certain photos or things I've just posted but my total number of posts are correct....I just can't see them. Could be a problem.,1,2023-07-09 11:48:32,Negative
Google Play,Good potential but too buggy and not enough features to be useful. Will come back when they've had time to sort things out.,2,2023-07-12 07:22:39,Neutral
App Store,Could you add a button where it lets you choose to follow everyone you follow on instagram.. I accidentally did not click the yes button and now I can't seem to follow everyone I follow on instagram without looking everyone up individually.,4,2023-07-06 19:16:14,Positive
Google Play,Mission start... Inshaallah great job,4,2023-07-07 16:48:26,Positive
Google Play,"Worst experience ever, lags a lot. Just a bad copy of TWITTER.",1,2023-07-10 09:46:34,Negative
Google Play,Copy of twitter,1,2023-07-08 06:55:32,Negative
Google Play,"It's now horrible! Absolutely horrible! Too much unnecessary restrictions, Zuck! I will give you one star for that.",1,2023-07-24 03:53:04,Negative
Google Play,"Very good app entertaining , knowledgeable, interesting..",5,2023-07-07 13:09:02,Positive
