source,review_description,sentiment,processed_text
App Store,"So far it reminds me of twitter, already saw a thirst trap.",Neutral,far remind twitter already saw thirst trap
App Store,"I logged in but get a message that says,

An unexpected error occured.
You are receiving this error because something went wrong loading this screen. Tap the refresh icon below to try again.",Positive,logg get message say unexpect error occur receiv error someth went wrong load screen tap refresh icon try
Google Play,it's okay. I'm going to give the app time to grow,Neutral,okay im go give app time grow
Google Play,"It's like the new twitter! Love this app i can rant, i cant talk to friends thru threads!!",Positive,like new twitter love app rant cant talk friend thru thread
Google Play,So far so good I would like to put this out there please please make sure that this platform stays Scam free we don't need or want it. And please keep it free from hate only advertisement s from real business not scams,Positive,far good would like put please please make sure platform stay scam free dont ne want please keep free hate advertisement real business scam
App Store,"When I click a thread I can’t see any replies. Instead I get a message saying “Sorry, something went wrong. Try again.” Same thing when I click on someone’s profile. I go to their page but don’t see any of their threads or replies. It says “Content not available”. When I try to reply to a thread it shows up as a reply but it says “your thread failed to upload”. If I click the heart at the bottom I go to the Activity page. On that page no matter what I select from the menu: All, Follows, Replies, etc… each says “Sorry,something went wrong. Try again”. My wireless connection is strong. I’ve tried both with and without a VPN. I’ve deleted and re-downloaded the app a few times. Nothing helps. Always the same result with the same bugs.",Positive,click thread cant see replie instead get message say sorry someth went wrong try th click someone profile go page dont see thread replie say content available try reply thread show reply say thread fail upload click heart bottom go activity page page matter select menu follow replie etc say sorrysometh went wrong try wireless connection strong ive tri without vpn ive delet redownload app time noth help alway result bug
Google Play,I wish I were install it yesterday 😞,Positive,wish install yesterday
Google Play,Lacking so much behind... Blue bird 🐦 >>>> Threads,Negative,lack much behind blue bird thread
Google Play,"No search option to search for post only for accounts, i see post from people i didnt follow.",Negative,search option search post account see post people didnt follow
Google Play,The home screen is just mixing up everything maybe a bug please fix it,Negative,home screen mix everyth maybe bug please fix
Google Play,This app is next level and will beat twitter,Positive,app next level beat twitter
Google Play,Idk but this app is buffering when i opened it check my threads on ash233u account,Negative,idk app buffer open check thread ashu account
App Store,To many scam bots trying to make you click virus links,Neutral,many scam bot try make click viru link
Google Play,Now twitter is over for sure....,Positive,twitter sure
Google Play,Chutia ap by mark juker tying to copy twitter,Negative,chutia ap mark juker ty copy twitter
Google Play,You have to be an Instagram user before you can use Threads. That makes it seem like a bit of a bait-and-switch if you just want to use Threads.,Neutral,instagram user use thread make seem like bit baitandswitch want use thread
Google Play,Really impressive,Positive,really impressive
Google Play,Yea no thanks after seeing all the Data that is collected on this app. No thanks especially after META was working with the GOV.,Negative,yea thank see data collect app thank especially meta work gov
Google Play,It's OK but it's crashes to much,Negative,ok crashe much
App Store,"We need a likes tab on profiles that users can choose to make private or public but that they have access to and can see all their liked posts at.

The likes feature should be used to connect and keep track of information but right now that information is hidden to the users while fully visible to the engineers. 

I understand it needs to be different than other platforms but I think accessing “likes” on profiles is a universal feature and would not make threads more like any other platform, it would just make it more user friendly.

Thanks!",Neutral,ne like tab profile user choose make private public access see lik post like feature us connect keep track information right information hidden user fully visible engineer understand need different platform think access like profile universal feature would make thread like platform would make user friendly thank
Google Play,"I dont know what happened but as soon as I log in into threads, its kind of a bug or something, my screen suddenly starts acting weird and the title and post begins to flicker. I reinstalled it many times but didn't worked. I can't even read a thing.",Negative,dont know happen soon log thread kind bug someth screen suddenly start act weird title post begin flicker reinstall many time didnt work cant even read th
Google Play,Unable to log in after logging out to switch account.,Negative,unable log logg switch account
App Store,"So far, Threads forced me to view “threads” by people I do not follow, and artificially jumbles the order of threads so I cannot keep track of any event/news in real time. Not everyone just wants Instagram in text form.

This app will become workable when they permit the option to only see threads from people I follow, and in chronological order..",Negative,far thread forc view thread people follow artificially jumble order thread cannot keep track eventnew real time everyone want instagram text form app become workable permit option see thread people follow chronological order
Google Play,Great app o also waiting to fix the hashtag option and trend page also will be nice if we can join same all our Facebook friends or follower as instegram and option to share any video to another app or downloa I have great suggestions to give the first all first 50 millions the Install it and use it the blue confirm they deserve it because they trust and make other trust,Positive,great app o also wait fix hashtag option trend page also nice join facebook friend follower instegram option share video another app downloa great suggestion give first first million install use blue confirm deserve trust make trust
Google Play,it's Very Good App like Instagram make early account to take your Name,Positive,good app like instagram make early account take name
Google Play,I love this app so much it's better than Twitter not gonna lie,Positive,love app much better twitter gonna lie
Google Play,This is not opening,Negative,open
Google Play,"This application is good but there are no trending features, I hope it can be developed again",Positive,application good trend feature hope develop
Google Play,App is crushing while posting a thread with photo. Besides it uses more phone ram & lag the whole device.,Negative,app crush post thread photo beside use phone ram lag whole device
Google Play,This is a good app,Positive,good app
Google Play,It keeps on glitching it looks like a broken phone whenever I open the app,Neutral,keep glitch look like broken phone whenever open app
Google Play,Basically a poor man's Twitter,Negative,basically poor man twitter
Google Play,"This app is the worst version of Twitter, the only thing Lark Lukerberg knows is copy paste from other apps. Twitter is way ahead of this mid app.",Negative,app worst version twitter th lark lukerberg know copy paste app twitter way ahead mid app
Google Play,"Cool interface. Nice idea. However, I'm unable to browse different locations in my phone to add a photo or video to my post. This is significant issue and a turn off",Neutral,cool interface nice idea however im unable browse different location phone add photo video post significant issue turn
Google Play,"First time trying threads app basically just instagram based text or comments section, maybe the different between this app and twitter from the POV of user where at twitter users tend to hides their real name/username or alter account but it is different within this threads app automatically sync uname with instagram",Positive,first time try thread app basically instagram bas text comment section maybe different app twitter pov user twitter user tend hide real nameusername alter account different within thread app automatically sync uname instagram
Google Play,"Add thread *pinned 📌* feature , That would be very cool",Neutral,add thread pinn feature would cool
Google Play,Great Application,Positive,great application
Google Play,Is very realy,Positive,realy
Google Play,Great app and much better than Twitter.,Positive,great app much better twitter
Google Play,Very impressed I like this app,Positive,impress like app
Google Play,Innovate something you theifs,Negative,innovate someth theif
Google Play,"Very disappointed,first of all we can't logout,then when I am opening Instagram the app keeps automatically logout",Negative,disappointedfirst cant logoutthen open instagram app keep automatically logout
Google Play,"This app has potential, but it needs an explore option, hashtags, and promotion.",Neutral,app potential need explore option hashtag promotion
Google Play,"Bug where instagram link not appear when visitting someone thread account, no 'recent activity' so you can't see liked or saved threads",Positive,bug instagram link appear visitt someone thread account recent activity cant see lik sav thread
