source,review_description,sentiment,stemmed_text,lemma_text
App Store,"Everybody has commented about the features and functionality that are still needed. I assume those will come with time.

I am a little concerned that the app seems to access every bit of private data possible.  The app has private settings, but they are convoluted and not so easy to work through.

The app is also draining my battery like no other app. If I can't figure out a fix for this, I'm not sure I can leave the app installed.",Neutral,everybodi comment featur function still need assum come time littl concern app seem access everi bit privat data possibl app privat set convolut easi work app also drain batteri like app cant figur fix im sure leav app instal,everybody commented feature functionality still needed assume come time little concerned app seems access every bit private data possible app private setting convoluted easy work app also draining battery like app cant figure fix im sure leave app installed
Google Play,Isse ek baar I'd banane pe isse delete account krne pe aapka insta account bhi delete ho jayega It's so very bad 😞 app 🤣🤣,Negative,iss ek baar id banan pe iss delet account krne pe aapka insta account bhi delet ho jayega bad app,isse ek baar id banane pe isse delete account krne pe aapka insta account bhi delete ho jayega bad app
Google Play,It's an amazing app.. just loving it !!,Positive,amaz app love,amazing app loving
Google Play,Nice experience better than Twitter great job mark zuck,Positive,nice experi better twitter great job mark zuck,nice experience better twitter great job mark zuck
Google Play,Freezing up and not working properly,Negative,freez work properli,freezing working properly
App Store,"I see the potential, but it keeps logging me out every time I want to comment or post. A bug needing fix.",Negative,see potenti keep log everi time want comment post bug need fix,see potential keep logging every time want comment post bug needing fix
Google Play,Very good app,Positive,good app,good app
App Store,"i think you should make it easier to switch accounts instead of having to log out and then log into another account, make it something similar to insta. i also think you should make it where you can double tap to like a post",Positive,think make easier switch account instead log log anoth account make someth similar insta also think make doubl tap like post,think make easier switch account instead log log another account make something similar insta also think make double tap like post
Google Play,Cool,Positive,cool,cool
Google Play,It actually have a lot of bugs! Thread team should fix the bug first before it launched!,Negative,actual lot bug thread team fix bug first launch,actually lot bug thread team fix bug first launched
Google Play,I posted so many post.😔 but didn't even get a like.😔 And not reached also.😔,Negative,post mani post didnt even get like reach also,posted many post didnt even get like reached also
Google Play,"Content feed is full of people I neither know, nor have ever heard of. Scrolling forever to see anyone I follow. Just going to keep using Mastodon.",Negative,content feed full peopl neither know ever heard scroll forev see anyon follow go keep use mastodon,content feed full people neither know ever heard scrolling forever see anyone follow going keep using mastodon
Google Play,No translate function just like in ig or twitter that is very inconvenient. Hope can add this function very soon.,Neutral,translat function like ig twitter inconveni hope add function soon,translate function like ig twitter inconvenient hope add function soon
App Store,"Hi Meta, I really like how simple and intuitive the UI is for this app. Though, I think this app desperately needs a “trending page” where you can see any big events or news at a glance like how you can on twitter. This would definitely help drive more people away from twitter and onto your platform.",Positive,hi meta realli like simpl intuit ui app though think app desper need trend page see big event news glanc like twitter would definit help drive peopl away twitter onto platform,hi meta really like simple intuitive ui app though think app desperately need trending page see big event news glance like twitter would definitely help drive people away twitter onto platform
Google Play,"Overall experience is good but I have facing issues while uploading the photos ,that was very disappointed",Neutral,overal experi good face issu upload photo disappoint,overall experience good facing issue uploading photo disappointed
Google Play,warning this app WILL suspend your instagram account if you decide to follow all the accounts you follow already on Instagram. There is ZERO appeal process.,Negative,warn app suspend instagram account decid follow account follow alreadi instagram zero appeal process,warning app suspend instagram account decide follow account follow already instagram zero appeal process
Google Play,Can't get onto instagram so no chance of getting onto threads!!!!!,Negative,cant get onto instagram chanc get onto thread,cant get onto instagram chance getting onto thread
Google Play,It's not good as Facebook,Negative,good facebook,good facebook
Google Play,"Nepotism, 😏",Positive,nepot,nepotism
Google Play,Nice app but need to include features like :- 1. Poll option 2. Image cropping before posting 3. Data saver mode like Video Autoplay off 4. Media section seperately on Profile page.,Neutral,nice app need includ featur like poll option imag crop post data saver mode like video autoplay media section seper profil page,nice app need include feature like poll option image cropping posting data saver mode like video autoplay medium section seperately profile page
Google Play,"The application works fine without problems, but there is a very noticeable minus there is no transfer in Threads, and you need to make two buttons, the first recommendation, the second on which you are subscribed, this is my personal opinion, otherwise 4 stars, I hope the developers will notice this, and by the way, me too programmer",Positive,applic work fine without problem notic minu transfer thread need make two button first recommend second subscrib person opinion otherwis star hope develop notic way programm,application work fine without problem noticeable minus transfer thread need make two button first recommendation second subscribed personal opinion otherwise star hope developer notice way programmer
Google Play,Very nice app 🤠👍👍,Positive,nice app,nice app
Google Play,Loving it,Positive,love,loving
Google Play,It's better than Twitter,Positive,better twitter,better twitter
Google Play,UI looks clean but Please provide save picture or video option. Also Home feed looks odd. It should show the posts from who we follow or show related to who we follow or based on our location,Neutral,ui look clean pleas provid save pictur video option also home feed look odd show post follow show relat follow base locat,ui look clean please provide save picture video option also home feed look odd show post follow show related follow based location
Google Play,Nice app tho,Positive,nice app tho,nice app tho
Google Play,Unable to download app,Negative,unabl download app,unable download app
Google Play,The thing is i was really excited to try threads but when I downloaded it on my Samsung tablet it had grafical error it was just broken I am redownloading it to see if the issue is still there if is I will edit this,Neutral,thing realli excit tri thread download samsung tablet grafic error broken redownload see issu still edit,thing really excited try thread downloaded samsung tablet grafical error broken redownloading see issue still edit
Google Play,Excellent app for communication interface. Truly I'm addicted for this app. Instead of twitter I'll use this. Thank me META for providing such useful application.,Positive,excel app commun interfac truli im addict app instead twitter ill use thank meta provid use applic,excellent app communication interface truly im addicted app instead twitter ill use thank meta providing useful application
Google Play,"Not too different from insta, I'd stick to insta then. And it's not even that interesting",Negative,differ insta id stick insta even interest,different insta id stick insta even interesting
Google Play,It is a good app and overall good concept but I guess it is better if u add chat option and stories with the new updates. This is just the beginning. I hope we will see good later,Positive,good app overal good concept guess better u add chat option stori new updat begin hope see good later,good app overall good concept guess better u add chat option story new update beginning hope see good later
App Store,"This is a good app! I like it so far, I just wish I could have a “following” page and a “for you” page that are separate. I want to see what just my friends are saying or just new people, not a mix of both. Otherwise, great!",Positive,good app like far wish could follow page page separ want see friend say new peopl mix otherwis great,good app like far wish could following page page separate want see friend saying new people mix otherwise great
Google Play,"The app is good because I can share what's on my mind, but the problem is there's no followback button. You need to visit the profile first so you can follow it back",Positive,app good share what mind problem there followback button need visit profil first follow back,app good share whats mind problem there followback button need visit profile first follow back
Google Play,Lol what the hell is this zuck needs more data buzz of meta Twitter is best,Negative,lol hell zuck need data buzz meta twitter best,lol hell zuck need data buzz meta twitter best
Google Play,"Good Twitter alternative, but at the moment the app crashes whenever I post HD images",Neutral,good twitter altern moment app crash whenev post hd imag,good twitter alternative moment app crash whenever post hd image
Google Play,Server too slow pls improve,Neutral,server slow pl improv,server slow pls improve
Google Play,This app is not stable,Negative,app stabl,app stable
Google Play,"So is this app available in the EU or not? Because I was able to download it and follow a bunch of pages just fine, but now it's just ""something went wrong"" all the time. What's up?",Negative,app avail eu abl download follow bunch page fine someth went wrong time what,app available eu able download follow bunch page fine something went wrong time whats
Google Play,"This app is good to use, however I can't post photos.",Neutral,app good use howev cant post photo,app good use however cant post photo
Google Play,Copy paste of Twitter🙄,Neutral,copi past twitter,copy paste twitter
Google Play,"There is no reason provided for updates, so I provide no reason for more than 1 star.",Negative,reason provid updat provid reason star,reason provided update provide reason star
App Store,"You have to link your Instagram account, no other option. And if you want to delete Threads, you have yo delete your Instagram account. I never link accounts, ever. I won’t be signing up until you can create independent accounts.",Negative,link instagram account option want delet thread yo delet instagram account never link account ever wont sign creat independ account,link instagram account option want delete thread yo delete instagram account never link account ever wont signing create independent account
Google Play,"This app really needs improvement. Because after opening threads, my instagram account cannot be opened. It always sunddenly closes.",Negative,app realli need improv open thread instagram account cannot open alway sunddenli close,app really need improvement opening thread instagram account cannot opened always sunddenly close
Google Play,Copy,Negative,copi,copy
Google Play,"If I don't have / want an Instagram account so I can't login, that's not acceptable. I am uninstalling the app.",Negative,dont want instagram account cant login that accept uninstal app,dont want instagram account cant login thats acceptable uninstalling app
App Store,"It’s a good app however it needs a lot of work and features that all other social networks have.

1. Chronological home feed so you can view thing in order.

2. For you feed so you ca see only the Threads from people you follow also in chronological order.

3. The ability to view the list of people you follow and ability to unfollow from the list.

4. The ability to view things you liked and favorited as a feed in your profile page.

These are major things that all other social networks have and Threads doesn’t have and for a lot of people that’s a deal breaker. I hope to see these features sooner rather then later because people WILL stop using this app and go back the the app Elon is currently hellbent on killing because there will be no better place.",Neutral,good app howev need lot work featur social network chronolog home feed view thing order feed ca see thread peopl follow also chronolog order abil view list peopl follow abil unfollow list abil view thing like favorit feed profil page major thing social network thread doesnt lot peopl that deal breaker hope see featur sooner rather later peopl stop use app go back app elon current hellbent kill better place,good app however need lot work feature social network chronological home feed view thing order feed ca see thread people follow also chronological order ability view list people follow ability unfollow list ability view thing liked favorited feed profile page major thing social network thread doesnt lot people thats deal breaker hope see feature sooner rather later people stop using app go back app elon currently hellbent killing better place
Google Play,Save yourself the uninstall and just don't download it.,Negative,save uninstal dont download,save uninstall dont download
Google Play,"There is a bug in the app , please improve it instagram team",Neutral,bug app pleas improv instagram team,bug app please improve instagram team
Google Play,So far not a big fan. Its alright but my feed is majority people I am not following nor are of any interest to me. Until I only see people I follow on my feed I wont give it any more stars. I dont care about things that dont align with my interests.,Neutral,far big fan alright feed major peopl follow interest see peopl follow feed wont give star dont care thing dont align interest,far big fan alright feed majority people following interest see people follow feed wont give star dont care thing dont align interest
Google Play,"Currently unusable, everytime I open threads and scroll up and down, the UIs and Texts keeps multiplying like India's population rate",Negative,current unus everytim open thread scroll ui text keep multipli like india popul rate,currently unusable everytime open thread scroll uis text keep multiplying like india population rate
App Store,"When installing the application, I hid it, but now I want it to be visible in my instagram profile that I am registered in Threads. 
Add this parameter and you will have a high score!
Thank you.",Negative,instal applic hid want visibl instagram profil regist thread add paramet high score thank,installing application hid want visible instagram profile registered thread add parameter high score thank
Google Play,Downloaded It --> Tried Opening the app --> App Crashed --> App uninstalled--> Good Riddance,Negative,download tri open app app crash app uninstal good riddanc,downloaded tried opening app app crashed app uninstalled good riddance
Google Play,"I really love this app, but dear Devs, please help: I was in the zone with the bad internet, where I got an error saying that the feed cannot be loaded. But when I came home, the problem didn't disappear. And unfortunately, I still cannot post for some reason, see my threads and likes. I cleaned cache, reinstalled the app, checked the network access. How can I solve this?",Negative,realli love app dear dev pleas help zone bad internet got error say feed cannot load came home problem didnt disappear unfortun still cannot post reason see thread like clean cach reinstal app check network access solv,really love app dear devs please help zone bad internet got error saying feed cannot loaded came home problem didnt disappear unfortunately still cannot post reason see thread like cleaned cache reinstalled app checked network access solve
Google Play,Smooth onboarding and sync with Instagram. But please allow us to pick media from folder other than root gallery,Positive,smooth onboard sync instagram pleas allow us pick media folder root galleri,smooth onboarding sync instagram please allow u pick medium folder root gallery
Google Play,🔥 first review,Positive,first review,first review
Google Play,The fact that it forces me to see content I don't want gives it a one-star review immediately. I don't want to see any content from anyone other than the followers I have selected.,Negative,fact forc see content dont want give onestar review immedi dont want see content anyon follow select,fact force see content dont want give onestar review immediately dont want see content anyone follower selected
App Store,"Pretty cool app. A great way to connect with friends. 

I would appreciate an explore page so that our main TL isn’t saturated with accounts that we don’t follow.",Neutral,pretti cool app great way connect friend would appreci explor page main tl isnt satur account dont follow,pretty cool app great way connect friend would appreciate explore page main tl isnt saturated account dont follow
Google Play,"This app is an amazing app, very interesting, but it doesn't have a future of direct message.",Positive,app amaz app interest doesnt futur direct messag,app amazing app interesting doesnt future direct message
Google Play,It only accept left wing propaganda,Negative,accept left wing propaganda,accept left wing propaganda
Google Play,Like Twitter it's just for large corporations to say dumb things. Doesn't seem like there are any real people on here,Negative,like twitter larg corpor say dumb thing doesnt seem like real peopl,like twitter large corporation say dumb thing doesnt seem like real people
Google Play,Love the UI and it's really smooth,Positive,love ui realli smooth,love ui really smooth
Google Play,But the fact that the president,Positive,fact presid,fact president
Google Play,"Click on Twitter, Press Ctrl+C then Click on Instagram nd Press Ctrl+V..",Negative,click twitter press ctrlc click instagram nd press ctrlv,click twitter press ctrlc click instagram nd press ctrlv
Google Play,This app is so very nice ❤️❤️,Positive,app nice,app nice
Google Play,So many crashes! On xiaomi ! From this morning! I can't even use the app! And beside all that! If it's trying to take Twitter's place ! Where the heck is explore?? Seriously?,Neutral,mani crash xiaomi morn cant even use app besid tri take twitter place heck explor serious,many crash xiaomi morning cant even use app beside trying take twitter place heck explore seriously
Google Play,Waiting for more option,Neutral,wait option,waiting option
Google Play,Amazing creation,Positive,amaz creation,amazing creation
Google Play,"So far so good. Seems to be working out some bugs, I keep getting kick out the app whenever I try to respond to comments. My phone also provided a pop-up stating that it has bugs. So I'm hoping that works itself out bc I really do enjoy it.",Neutral,far good seem work bug keep get kick app whenev tri respond comment phone also provid popup state bug im hope work bc realli enjoy,far good seems working bug keep getting kick app whenever try respond comment phone also provided popup stating bug im hoping work bc really enjoy
Google Play,"I would really like to be able to use more than one account. I have 2 IG accounts, 1 business and 1 personal, but can only use one on the app on my phone by just switching like on the IG app.",Positive,would realli like abl use one account ig account busi person use one app phone switch like ig app,would really like able use one account ig account business personal use one app phone switching like ig app
Google Play,Marathi language is not available,Negative,marathi languag avail,marathi language available
Google Play,Good application 😍,Positive,good applic,good application
Google Play,Dire. Installed and uninstalled because the flow of it isn't upto scratch. You get random posts in your feed. The data collection is very bad and intrusive,Negative,dire instal uninstal flow isnt upto scratch get random post feed data collect bad intrus,dire installed uninstalled flow isnt upto scratch get random post feed data collection bad intrusive
Google Play,"I installed the program and after the countdown on Instagram, I visited the program several times to run. But unfortunately it does not work yet",Neutral,instal program countdown instagram visit program sever time run unfortun work yet,installed program countdown instagram visited program several time run unfortunately work yet
Google Play,Cheap copy of twitter thread,Negative,cheap copi twitter thread,cheap copy twitter thread
Google Play,First review 😎,Positive,first review,first review
Google Play,Good app but doesn't work properly what ever I do it comes up 'sorry can't load try again' or 'sorry we couldn't complete your request please try again in a moment' and how many times I try again it never works.,Negative,good app doesnt work properli ever come sorri cant load tri sorri couldnt complet request pleas tri moment mani time tri never work,good app doesnt work properly ever come sorry cant load try sorry couldnt complete request please try moment many time try never work
Google Play,"Going on two weeks since public launch now and this app is starting to suffer from lack of very common features (which honestly should have been standard at launch). No ability to filter your feed or search posts/tags. Account follower import seems to be messy for those with a larger following. It has some good things like in line thread adding good media display. But, these are not enough to keep the app afloat on their own.",Neutral,go two week sinc public launch app start suffer lack common featur honestli standard launch abil filter feed search poststag account follow import seem messi larger follow good thing like line thread ad good media display enough keep app afloat,going two week since public launch app starting suffer lack common feature honestly standard launch ability filter feed search poststags account follower import seems messy larger following good thing like line thread adding good medium display enough keep app afloat
Google Play,The experience is awesome but it would be great to be able to translate certain posts to our respective languages to understand just like on Instagram,Positive,experi awesom would great abl translat certain post respect languag understand like instagram,experience awesome would great able translate certain post respective language understand like instagram
Google Play,Can even download the app,Negative,even download app,even download app
Google Play,Worst experience,Negative,worst experi,worst experience
Google Play,So much glitch and lag... Automatically turns off and stops responding. Please fix this bug ASAP!,Negative,much glitch lag automat turn stop respond pleas fix bug asap,much glitch lag automatically turn stop responding please fix bug asap
Google Play,Congratulations ISRO Chandrayaan -3 Misstion successful,Positive,congratul isro chandrayaan misstion success,congratulation isro chandrayaan misstion successful
Google Play,"If you are concerned about privacy & data protection, avoid this app.",Negative,concern privaci data protect avoid app,concerned privacy data protection avoid app
Google Play,Gorgeous,Positive,gorgeou,gorgeous
Google Play,Worst app ever,Negative,worst app ever,worst app ever
Google Play,Can't upload videos with photos lately!!! Buggy!!!!,Negative,cant upload video photo late buggi,cant upload video photo lately buggy
App Store,UI is simple and pretty cool,Positive,ui simpl pretti cool,ui simple pretty cool
Google Play,"Worst app,twitter is better with freedom of speech without cancellation",Negative,worst apptwitt better freedom speech without cancel,worst apptwitter better freedom speech without cancellation
Google Play,Why is the Hashtags not working 😏😏😏,Neutral,hashtag work,hashtags working
Google Play,"The app as a platform is great, besides the interface and stuff... but one only issue is that scrolling is low smooth plus I would like to suggest some ways to make Threads go incredibly stylish, such as the like button animation and the app's icon color matching for android 13+ However it's an excellent app that's looking to be perfect, thank you Marks crew 👌",Positive,app platform great besid interfac stuff one issu scroll low smooth plu would like suggest way make thread go incred stylish like button anim app icon color match android howev excel app that look perfect thank mark crew,app platform great besides interface stuff one issue scrolling low smooth plus would like suggest way make thread go incredibly stylish like button animation apps icon color matching android however excellent app thats looking perfect thank mark crew
Google Play,"Excited to try out, just meh, 1 star rating for Account deletion process. DO NOT USE if you are not 100% committed or else you will have to delete your Instagram account as well",Negative,excit tri meh star rate account delet process use commit els delet instagram account well,excited try meh star rating account deletion process use committed else delete instagram account well
Google Play,Mostly viral app,Neutral,mostli viral app,mostly viral app
Google Play,I am disappointed for your threads app your app is after the download then I enter your app the app flickering and a page is like disconnected cable connection problem🤣🥴. So to solve the problem,Negative,disappoint thread app app download enter app app flicker page like disconnect cabl connect problem solv problem,disappointed thread app app download enter app app flickering page like disconnected cable connection problem solve problem
Google Play,"I accidentally remove the threads badge on my instagram profile and there's no way to recover it back :-( Can you please solve this problems ""hide badge"" thingy. Can you please put or add ""unhide badge"" on instagram so that I can really enjoy this app.",Negative,accident remov thread badg instagram profil there way recov back pleas solv problem hide badg thingi pleas put add unhid badg instagram realli enjoy app,accidentally remove thread badge instagram profile there way recover back please solve problem hide badge thingy please put add unhide badge instagram really enjoy app
Google Play,"Definitely still enjoying this low stress and low drama experience on day 2. It has room to grow and improve, and a rollout of new features will help to retain users, but for something in its infancy, it's pretty great.",Positive,definit still enjoy low stress low drama experi day room grow improv rollout new featur help retain user someth infanc pretti great,definitely still enjoying low stress low drama experience day room grow improve rollout new feature help retain user something infancy pretty great
Google Play,It's not opening,Negative,open,opening
Google Play,another comfy zone i guess(?),Positive,anoth comfi zone guess,another comfy zone guess
Google Play,Connecting and redirecting to Instagram resets the Threads' profile. And then shows partial data from Instagram. Test it well team 😗🤏🏼,Neutral,connect redirect instagram reset thread profil show partial data instagram test well team,connecting redirecting instagram reset thread profile show partial data instagram test well team
Google Play,"Very2 simple, and i love the clean look!!! I know this app need to add more features but pls pls pls pls make it simple and not messy like Facebook & Instagram? Pls hear what users want.. Instagram algorithms sucks, so far i love this one.",Positive,simpl love clean look know app need add featur pl pl pl pl make simpl messi like facebook instagram pl hear user want instagram algorithm suck far love one,simple love clean look know app need add feature pls pls pls pls make simple messy like facebook instagram pls hear user want instagram algorithm suck far love one
App Store,"So far it reminds me of twitter, already saw a thirst trap.",Neutral,far remind twitter alreadi saw thirst trap,far reminds twitter already saw thirst trap
App Store,"I logged in but get a message that says,

An unexpected error occured.
You are receiving this error because something went wrong loading this screen. Tap the refresh icon below to try again.",Positive,log get messag say unexpect error occur receiv error someth went wrong load screen tap refresh icon tri,logged get message say unexpected error occured receiving error something went wrong loading screen tap refresh icon try
Google Play,it's okay. I'm going to give the app time to grow,Neutral,okay im go give app time grow,okay im going give app time grow
Google Play,"It's like the new twitter! Love this app i can rant, i cant talk to friends thru threads!!",Positive,like new twitter love app rant cant talk friend thru thread,like new twitter love app rant cant talk friend thru thread
Google Play,So far so good I would like to put this out there please please make sure that this platform stays Scam free we don't need or want it. And please keep it free from hate only advertisement s from real business not scams,Positive,far good would like put pleas pleas make sure platform stay scam free dont need want pleas keep free hate advertis real busi scam,far good would like put please please make sure platform stay scam free dont need want please keep free hate advertisement real business scam
App Store,"When I click a thread I can’t see any replies. Instead I get a message saying “Sorry, something went wrong. Try again.” Same thing when I click on someone’s profile. I go to their page but don’t see any of their threads or replies. It says “Content not available”. When I try to reply to a thread it shows up as a reply but it says “your thread failed to upload”. If I click the heart at the bottom I go to the Activity page. On that page no matter what I select from the menu: All, Follows, Replies, etc… each says “Sorry,something went wrong. Try again”. My wireless connection is strong. I’ve tried both with and without a VPN. I’ve deleted and re-downloaded the app a few times. Nothing helps. Always the same result with the same bugs.",Positive,click thread cant see repli instead get messag say sorri someth went wrong tri thing click someon profil go page dont see thread repli say content avail tri repli thread show repli say thread fail upload click heart bottom go activ page page matter select menu follow repli etc say sorrysometh went wrong tri wireless connect strong ive tri without vpn ive delet redownload app time noth help alway result bug,click thread cant see reply instead get message saying sorry something went wrong try thing click someone profile go page dont see thread reply say content available try reply thread show reply say thread failed upload click heart bottom go activity page page matter select menu follows reply etc say sorrysomething went wrong try wireless connection strong ive tried without vpn ive deleted redownloaded app time nothing help always result bug
Google Play,I wish I were install it yesterday 😞,Positive,wish instal yesterday,wish install yesterday
Google Play,Lacking so much behind... Blue bird 🐦 >>>> Threads,Negative,lack much behind blue bird thread,lacking much behind blue bird thread
Google Play,"No search option to search for post only for accounts, i see post from people i didnt follow.",Negative,search option search post account see post peopl didnt follow,search option search post account see post people didnt follow
Google Play,The home screen is just mixing up everything maybe a bug please fix it,Negative,home screen mix everyth mayb bug pleas fix,home screen mixing everything maybe bug please fix
Google Play,This app is next level and will beat twitter,Positive,app next level beat twitter,app next level beat twitter
Google Play,Idk but this app is buffering when i opened it check my threads on ash233u account,Negative,idk app buffer open check thread ashu account,idk app buffering opened check thread ashu account
App Store,To many scam bots trying to make you click virus links,Neutral,mani scam bot tri make click viru link,many scam bot trying make click virus link
Google Play,Now twitter is over for sure....,Positive,twitter sure,twitter sure
Google Play,Chutia ap by mark juker tying to copy twitter,Negative,chutia ap mark juker tie copi twitter,chutia ap mark juker tying copy twitter
Google Play,You have to be an Instagram user before you can use Threads. That makes it seem like a bit of a bait-and-switch if you just want to use Threads.,Neutral,instagram user use thread make seem like bit baitandswitch want use thread,instagram user use thread make seem like bit baitandswitch want use thread
Google Play,Really impressive,Positive,realli impress,really impressive
Google Play,Yea no thanks after seeing all the Data that is collected on this app. No thanks especially after META was working with the GOV.,Negative,yea thank see data collect app thank especi meta work gov,yea thanks seeing data collected app thanks especially meta working gov
Google Play,It's OK but it's crashes to much,Negative,ok crash much,ok crash much
App Store,"We need a likes tab on profiles that users can choose to make private or public but that they have access to and can see all their liked posts at.

The likes feature should be used to connect and keep track of information but right now that information is hidden to the users while fully visible to the engineers. 

I understand it needs to be different than other platforms but I think accessing “likes” on profiles is a universal feature and would not make threads more like any other platform, it would just make it more user friendly.

Thanks!",Neutral,need like tab profil user choos make privat public access see like post like featur use connect keep track inform right inform hidden user fulli visibl engin understand need differ platform think access like profil univers featur would make thread like platform would make user friendli thank,need like tab profile user choose make private public access see liked post like feature used connect keep track information right information hidden user fully visible engineer understand need different platform think accessing like profile universal feature would make thread like platform would make user friendly thanks
Google Play,"I dont know what happened but as soon as I log in into threads, its kind of a bug or something, my screen suddenly starts acting weird and the title and post begins to flicker. I reinstalled it many times but didn't worked. I can't even read a thing.",Negative,dont know happen soon log thread kind bug someth screen suddenli start act weird titl post begin flicker reinstal mani time didnt work cant even read thing,dont know happened soon log thread kind bug something screen suddenly start acting weird title post begin flicker reinstalled many time didnt worked cant even read thing
Google Play,Unable to log in after logging out to switch account.,Negative,unabl log log switch account,unable log logging switch account
App Store,"So far, Threads forced me to view “threads” by people I do not follow, and artificially jumbles the order of threads so I cannot keep track of any event/news in real time. Not everyone just wants Instagram in text form.

This app will become workable when they permit the option to only see threads from people I follow, and in chronological order..",Negative,far thread forc view thread peopl follow artifici jumbl order thread cannot keep track eventnew real time everyon want instagram text form app becom workabl permit option see thread peopl follow chronolog order,far thread forced view thread people follow artificially jumble order thread cannot keep track eventnews real time everyone want instagram text form app become workable permit option see thread people follow chronological order
Google Play,Great app o also waiting to fix the hashtag option and trend page also will be nice if we can join same all our Facebook friends or follower as instegram and option to share any video to another app or downloa I have great suggestions to give the first all first 50 millions the Install it and use it the blue confirm they deserve it because they trust and make other trust,Positive,great app also wait fix hashtag option trend page also nice join facebook friend follow instegram option share video anoth app downloa great suggest give first first million instal use blue confirm deserv trust make trust,great app also waiting fix hashtag option trend page also nice join facebook friend follower instegram option share video another app downloa great suggestion give first first million install use blue confirm deserve trust make trust
Google Play,it's Very Good App like Instagram make early account to take your Name,Positive,good app like instagram make earli account take name,good app like instagram make early account take name
Google Play,I love this app so much it's better than Twitter not gonna lie,Positive,love app much better twitter gonna lie,love app much better twitter gonna lie
Google Play,This is not opening,Negative,open,opening
Google Play,"This application is good but there are no trending features, I hope it can be developed again",Positive,applic good trend featur hope develop,application good trending feature hope developed
Google Play,App is crushing while posting a thread with photo. Besides it uses more phone ram & lag the whole device.,Negative,app crush post thread photo besid use phone ram lag whole devic,app crushing posting thread photo besides us phone ram lag whole device
Google Play,This is a good app,Positive,good app,good app
Google Play,It keeps on glitching it looks like a broken phone whenever I open the app,Neutral,keep glitch look like broken phone whenev open app,keep glitching look like broken phone whenever open app
Google Play,Basically a poor man's Twitter,Negative,basic poor man twitter,basically poor man twitter
Google Play,"This app is the worst version of Twitter, the only thing Lark Lukerberg knows is copy paste from other apps. Twitter is way ahead of this mid app.",Negative,app worst version twitter thing lark lukerberg know copi past app twitter way ahead mid app,app worst version twitter thing lark lukerberg know copy paste apps twitter way ahead mid app
Google Play,"Cool interface. Nice idea. However, I'm unable to browse different locations in my phone to add a photo or video to my post. This is significant issue and a turn off",Neutral,cool interfac nice idea howev im unabl brows differ locat phone add photo video post signific issu turn,cool interface nice idea however im unable browse different location phone add photo video post significant issue turn
Google Play,"First time trying threads app basically just instagram based text or comments section, maybe the different between this app and twitter from the POV of user where at twitter users tend to hides their real name/username or alter account but it is different within this threads app automatically sync uname with instagram",Positive,first time tri thread app basic instagram base text comment section mayb differ app twitter pov user twitter user tend hide real nameusernam alter account differ within thread app automat sync unam instagram,first time trying thread app basically instagram based text comment section maybe different app twitter pov user twitter user tend hide real nameusername alter account different within thread app automatically sync uname instagram
Google Play,"Add thread *pinned 📌* feature , That would be very cool",Neutral,add thread pin featur would cool,add thread pinned feature would cool
Google Play,Great Application,Positive,great applic,great application
Google Play,Is very realy,Positive,reali,realy
Google Play,Great app and much better than Twitter.,Positive,great app much better twitter,great app much better twitter
Google Play,Very impressed I like this app,Positive,impress like app,impressed like app
Google Play,Innovate something you theifs,Negative,innov someth theif,innovate something theifs
Google Play,"Very disappointed,first of all we can't logout,then when I am opening Instagram the app keeps automatically logout",Negative,disappointedfirst cant logoutthen open instagram app keep automat logout,disappointedfirst cant logoutthen opening instagram app keep automatically logout
Google Play,"This app has potential, but it needs an explore option, hashtags, and promotion.",Neutral,app potenti need explor option hashtag promot,app potential need explore option hashtags promotion
Google Play,"Bug where instagram link not appear when visitting someone thread account, no 'recent activity' so you can't see liked or saved threads",Positive,bug instagram link appear visit someon thread account recent activ cant see like save thread,bug instagram link appear visitting someone thread account recent activity cant see liked saved thread
